LookupCode,AccountName,ActivityCode,Description,WhoOwnerCode,FollowupStartDate,Association,Aging Status
SCOT200-01,Scottsdale 2000 Condo Association,RENR,Renewal of Directors & Officers Liability effective 3/8/2022,GAMAU1,1/12/2022,Policy - DOLI - 618847556,Overdue
SCOT200-01,Scottsdale 2000 Condo Association,RNWL,WC & D&O effective 3/8/2022/need to short term to 9/24,GAMAU1,12/1/2021,Policy - CPKG - SNI0005257-00,Overdue
SCOTCAS-01,Scottsdale Casitas Condo Assn,DREN,need pckg policy/send all to ins when it comes in,SMIJO1,8/24/2021,Policy - CPKG - SNI0005874-00,Overdue
SCOTGAR-01,Scottsdale Garden Homeowners,INVC,SCOTGAR-01 - Invoice Generated,TSUME1,1/19/2022,Policy - DOLI - PCAP019185-0419,Overdue
SCOTGRE-01,Scottsdale Greens HOA,DREN,need policy/send all to ins,SMIJO1,12/27/2021,Policy - CPKG - 91C1009259-00,Overdue
SCOTHIG-01,Scottsdale Highlands HOA,DREN,need policy/send all,SMIJO1,11/19/2021,Policy - CPKG - SNI0005005-01,Overdue
SCOTHOM-01,Scottsdale Homes,APOL,Added CPKG policy effective 7/10/2020,CANCR1,4/16/2021,Policy - CPKG - 6801A4167052042,Overdue
SCOTMIS-01,Scottsdale Mission Homeowners Assoc,DREN,need package policy /send all to ins when it comes in,SMIJO1,3/30/2021,Policy - CPKG - 680-6614X788,Overdue
SCOTMIS-01,Scottsdale Mission Homeowners Assoc,RENR,Renewal of Property effective 3/31/2022,GAMAU1,1/19/2022,Policy - CPKG - 680-6614X788,Overdue
SCOTMIS-01,Scottsdale Mission Homeowners Assoc,RNWL,Package effective 3/31/2022,SMIJO1,12/1/2021,Policy - CPKG - 680-6614X788,Overdue
SCOTMIS-01,Scottsdale Mission Homeowners Assoc,RNWL,Umbrella effective 3/31/2022,SMIJO1,12/1/2021,Policy - CUMB - UM30204714,Overdue
SCOTMIS-01,Scottsdale Mission Homeowners Assoc,RNWL,Crime effective 3/31/2022,SMIJO1,12/1/2021,Policy - CRIM - SAA-554-38-21-9153-10,Overdue
SCOTMIS-01,Scottsdale Mission Homeowners Assoc,RNWL,D&O effective 3/31/2022,SMIJO1,12/1/2021,Policy - DOLI - 618784961,Overdue
SCOTMIS-01,Scottsdale Mission Homeowners Assoc,RNWL,WC effective 3/31/2022,SMIJO1,12/1/2021,Policy - WCOM - 2021011003938Y,Overdue
SCOTMON-02,Scottsdale Monterey HOA,RENR,Renewal of Worker's Compensation effective 2/1/2022,GAMAU1,12/28/2021,Policy - WCOM - 2022010359018,Overdue
SCOTMON-02,Scottsdale Monterey HOA,REVI,Review coverage limits for REN,ARRCA1,12/1/2021,Policy - CPKG - CAU507173,Overdue
SCOTMON-02,Scottsdale Monterey HOA,RPOL,Pkg/Umb policies here?,ARRCA1,2/16/2021,Account - Scottsdale Monterey HOA,Overdue
SCOTSHA-01,Scottsdale Shadows,BIRQ,does ins want to bind Cyber,SMIJO1,10/11/2021,Account - Scottsdale Shadows,Overdue
SCOTSHA-01,Scottsdale Shadows,CALU,req. to delete tria,SMIJO1,9/1/2021,Policy - CPKG - PHPK2296517,Overdue
SCOTSHA-01,Scottsdale Shadows,CALU,need cyber quote=see below for contact info,SMIJO1,9/21/2021,Policy - CPKG - PHPK2296517,Overdue
SCOTSHA-01,Scottsdale Shadows,DREN,need pckg policy/send all to ins when it come ins,SMIJO1,7/26/2021,Policy - CPKG - PHPK2296517,Overdue
SCOTSPR-01,Scottsdale Springs Condo Assoc,DREN,need Pckg policy/send all to ins when it comes in,SMIJO1,5/12/2021,Policy - CPKG - SNI0005439-00,Overdue
SCOTSTO-02,Scottsdale Stonebrook HOA Inc,RPOL,CAU Pkg policy here?,ARRCA1,4/24/2021,Account - Scottsdale Stonebrook HOA Inc,Overdue
SCOTTER-01,Scottsdale Terrace Condo Assoc,RENR,Renewal of Commercial Umbrella effective 2/1/2022,GAMAU1,1/1/2022,Policy - CUMB - USL01482121U-4316-9,Overdue
SCOTTER-01,Scottsdale Terrace Condo Assoc,RENR,Renewal of Directors & Officers Liability effective 2/1/2022,GAMAU1,1/1/2022,Policy - DOLI - 618714103,Overdue
SCOTVIS-02,Scottsdale Vista HOA,SSIG,Send to eSignature - Terrorism Form,SMIJO1,1/19/2022,Attachment,Overdue
SCOTVIS-02,Scottsdale Vista HOA,SSIG,Send to eSignature - Terrorism Form,MARSA1,1/19/2022,Attachment,Overdue
SCOTVIS-04,Scottsdale Vista Unit IV HOA,DREN,need policy/send all when it comes in,SMIJO1,11/3/2021,Policy - CPKG - SNI0006141-00,Overdue
SCS8HOM-01,SCS 8 Homeowners Association,APOL,Added CPKG policy effective 6/15/2020,CANCR1,4/15/2021,Policy - CPKG - 6802H0762121942,Overdue
SEABFAR-01,Seabreeze Farms HOA,RPOL,Package Policy Here?,FITME1,1/18/2022,Account - Seabreeze Farms HOA,Overdue
SEABGAR-01,Seabreeze Gardens HOA,RNWL,Renewal of  effective,HYCLE1,12/1/2021,Account - Seabreeze Gardens HOA,Overdue
SEABMAN-02,Seabreeze Management,@ADC,Address Applied to Other Items,NICTR1,12/8/2021,Account - Seabreeze Management,Overdue
SEABVIL-04,Seabridge Village HOA,BIRQ,PM Requested Rnwl By 2/1/22,ROBJO1,1/14/2022,Account - Seabridge Village HOA,Overdue
SEABVIL-06,Seabreeze Villas Inc.,@ADC,Address Applied to Other Items,TAHNI1,1/28/2021,Account - Seabreeze Villas Inc.,Overdue
SEACATH-01,Seacall at Huntington Beach,*DIS,Create Disclosure Statement - Seacall at Huntington Beach,PEUNA1,11/16/2021,Account - Seacall at Huntington Beach,Overdue
SEACPLA-01,Seacove Place HOA,APOL,Added WCOM policy effective 5/17/2020,CANCR1,5/6/2021,Policy - WCOM - WZYD429521-03,Overdue
SEAGBUS-01,Seagate Business Park P.O.A,APOL,Added CRIM policy effective 6/27/2020,CANCR1,6/13/2021,Policy - CRIM - PCAC011037-0120,Overdue
SEAGBUS-01,Seagate Business Park P.O.A,APOL,Added DOLI policy effective 6/27/2020,CANCR1,6/13/2021,Policy - DOLI - PCAP009091-0318,Overdue
SEAGBUS-01,Seagate Business Park P.O.A,APOL,Added CUMB policy effective 6/27/2020,CANCR1,6/13/2021,Policy - CUMB - PPP7456372L17A-14,Overdue
SEAGBUS-01,Seagate Business Park P.O.A,APOL,Added CPKG policy effective 6/27/2020,CANCR1,6/13/2021,Policy - CPKG - 77A1006159-07,Overdue
SEAGCOL-01,Seagate Colony Homeowners Association,APOL,Added PROP policy effective 6/27/2021,MAVMA1,6/28/2021,Policy - PROP - SNI0005753-00,Overdue
SEAGLAS-01,Sea Glass And Blu Strand Owners Association,RPOL,Package Policy Here?,ARRCA1,1/7/2022,Account - Sea Glass And Blu Strand Owners Association,Overdue
SEAHARB-01,Sea Harbour HOA,CS24,CSR24 Agency Cert: PowerStone Property Mgmt,CADJE1,6/15/2021,Account - Sea Harbour HOA,Overdue
SEAHARB-01,Sea Harbour HOA,CS24,CSR24 Agency Cert: PowerStone Property Mgmt,CADJE1,6/15/2021,Account - Sea Harbour HOA,Overdue
SEAHARB-01,Sea Harbour HOA,CS24,CSR24 Agency Cert: PowerStone Property Mgmt,CADJE1,6/15/2021,Account - Sea Harbour HOA,Overdue
SEAHARB-03,Sea Harbour State Channel Slip,REVI,Review coverage limits for REN,PEUNA1,1/7/2022,Policy - CPKG - CPS3146150R1,Overdue
SEAHHOA-01,Seahouse HOA,CALL,Download TRV end to add Ph 3 & 4,ARRCA1,1/6/2021,Account - Seahouse HOA,Overdue
SEAHHOA-01,Seahouse HOA,SBAP,pkg/cr/wc,ARRCA1,10/29/2020,Policy - CPKG - 6801R6208312042,Overdue
SEARIDG-03,Sea Ridge Condominium Association,@ADC,Address Applied to Other Items,TAHNI1,7/19/2021,Account - Sea Ridge Condominium Association,Overdue
SEARIDG-03,Sea Ridge Condominium Association,APOL,Added CPKG policy effective 8/1/2021,TAHNI1,7/22/2021,Policy - CPKG - TBD,Overdue
SEASCON-01,Seaside Condominium O.A.,REQF,Request for Financials - Seaside Condominium O.A.,GIALE1,12/20/2021,Account - Seaside Condominium O.A.,Overdue
SEASMAS-01,The Seasons Master Association,RENR,Renewal of Worker's Compensation effective 8/24/2021,MAVMA1,10/26/2021,Policy - WCOM - WZY-D700163-03,Overdue
SEASSUR-01,Seascape Surf Estates Management Corporation,APOL,Added WCOM policy effective 1/1/2022,HYCLE1,12/17/2021,Policy - WCOM - TBD,Overdue
SEASSUR-01,Seascape Surf Estates Management Corporation,CALL,call ins for response to LCR,HYCLE1,10/29/2021,Account - Seascape Surf Estates Management Corporation,Overdue
SEASUMM-01,Sea Summit at Marblehead HOA,*BRN,Change Branch for Account,HYCLE1,12/21/2021,Account - Sea Summit at Marblehead HOA,Overdue
SEASVIL-04,Seaside Village Towne Homes,CALL,12-3 Renewal,LABCU1,9/4/2019,Account - Seaside Village Towne Homes,Overdue
SEATURF-01,Sea Turf HOA,REVI,Review coverage limits for REN,THIMA1,12/7/2021,Policy - CPKG - CBP2020025-0,Overdue
SEAVEST-01,Seaview Estates Properties,RNWL,Renewal of  effective,ROBJO1,1/4/2022,Account - Seaview Estates Properties,Overdue
SEAVILL-03,Sea Village Owner's Assoc.,RNWL,Renewal of  effective,ROBJO1,11/2/2021,Account - Sea Village Owner's Assoc.,Overdue
SEAWNEW-01,Seawind Newport Comm Assn.,*QTE,Create and Attach Quote - [CARRIER] / [LINE],MILZA1,8/12/2021,Account - Seawind Newport Comm Assn.,Overdue
SELBPLA-01,Selby Place,APOL,Added CPKG policy effective 2/23/2021,MILZA1,4/3/2021,Policy - CPKG - 6800S4379942142,Overdue
SELBPLA-01,Selby Place,APOL,Added DOLI policy effective 2/23/2021,MILZA1,4/3/2021,Policy - DOLI - 6800S4379942142,Overdue
SELBPLA-01,Selby Place,APOL,Added CRIM policy effective 2/23/2021,MILZA1,4/4/2021,Policy - CRIM - 6800S4379942142,Overdue
SELBPLA-01,Selby Place,REQF,Request for Financials - Selby Place,GIALE1,1/11/2022,Account - Selby Place,Overdue
SENDERA-01,Sendera Owners Association Inc.,ADOP,Add Opportunity,TAHNI1,6/4/2021,Opportunities,Overdue
SENDNEI-01,Sendero Neighborhood Corporation,CHGL,amenfd fire legal limit,AVEMI1,11/12/2021,Policy - CPKG - IHG1000972-01,Overdue
SENDNEI-01,Sendero Neighborhood Corporation,CLRC,Close/Reopen Claim,FISTI1,11/10/2021,Claim - Jul 12 2021 12:00AM - 9413,Overdue
SENDPLA-01,Sendera Place Community Assn,REQF,Request for Financials - Sendera Place Community Assn,GIALE1,1/10/2022,Account - Sendera Place Community Assn,Overdue
SENETER-02,Seneca Terrace II Homeowners Association Inc.,RNWL,Review coverage limits for REN,FITME1,12/1/2021,Account - Seneca Terrace II Homeowners Association Inc.,Overdue
SENTCRE-01,Senter Creek Townhomes HOA Inc.,ADOP,Add Opportunity,TAHNI1,4/12/2021,Opportunities,Overdue
SENTCRE-01,Senter Creek Townhomes HOA Inc.,APOL,Added CPKG policy effective 6/12/2021,TAHNI1,6/14/2021,Policy - CPKG - CBP2120173-0,Overdue
SENTCRE-01,Senter Creek Townhomes HOA Inc.,APOL,Added DOLI policy effective 6/12/2021,TAHNI1,6/14/2021,Policy - DOLI - PCAP029323-0121,Overdue
SENTCRE-01,Senter Creek Townhomes HOA Inc.,APOL,Added CRIM policy effective 6/12/2021,TAHNI1,6/14/2021,Policy - CRIM - 4121010589002Y,Overdue
SENTCRE-01,Senter Creek Townhomes HOA Inc.,APOL,Added WCOM policy effective 6/12/2021,TAHNI1,6/14/2021,Policy - WCOM - 2021010589002Y,Overdue
SERECOM-02,Serenata Community HOA,REVI,Review coverage limits for REN,PEUNA1,1/8/2022,Policy - CPKG - 2825859,Overdue
SERESHO-01,Serenity Shores Condominium Owners Association,DREN,need policy/send all to ins,SMIJO1,12/8/2021,Policy - CPKG - SNI0006275-00,Overdue
SERRANO-01,Serrano,CS24,CSR24 Agency Cert: SONA Property Management,ARRCA1,7/1/2021,Account - Serrano,Overdue
SERRHOM-02,Serra Homeowners Association,RPOL,Package Policy Here?,ARRCA1,12/8/2021,Account - Serra Homeowners Association,Overdue
SERRRID-02,Serrano Ridge Community Association,INVC,SERRRID-02 - Invoice Generated,TSUME1,1/19/2022,Policy - DOLI - PCAP018822-0418,Overdue
SERRWOO-02,Serrano Woods Homeowners Association,ADOP,Add Opportunity,LINBR1,6/26/2021,Opportunities,Overdue
SEVECON-02,Seven Condominium Community Inc.,REQF,Request for Financials - Seven Condominium Community Inc.,GIALE1,10/27/2021,Account - Seven Condominium Community Inc.,Overdue
SEVECON-02,Seven Condominium Community Inc.,REVI,Review coverage limits for REN,ANDAS1,10/6/2021,Policy - CPKG - CAU401944,Overdue
SEVESER-01,Seven Series @ Hughes Airport,REVI,Review coverage limits for REN,ANDAS1,10/1/2021,Policy - CPKG - PHPK2068591,Overdue
SEVICOM-01,Se'Villa Community Association,RNWL,Umbrella effective 3/9/2022,SMIJO1,12/1/2021,Policy - CUMB - UM30203284,Overdue
SEVICOM-01,Se'Villa Community Association,RNWL,D&O effective 3/9/2022,SMIJO1,12/1/2021,Policy - DOLI - EPP7637596-14,Overdue
SEVICOM-01,Se'Villa Community Association,RNWL,Crime effective 3/9/2022,SMIJO1,12/1/2021,Policy - CRIM - 412101-05-38-84-3Y,Overdue
SEVICOM-01,Se'Villa Community Association,RNWL,Package effective 3/9/2022,SMIJO1,12/1/2021,Policy - CPKG - 77A1007010-08,Overdue
SHADCAN-04,Shady Canyon Homeowners Association,ADOP,Add Opportunity,HYCLE1,1/12/2022,Opportunities,Overdue
SHADCRE-13,Shaddock Creek Estates Phase 1 Through 4,ADOP,Add Opportunity,TAHNI1,5/13/2021,Opportunities,Overdue
SHADFAL-01,Shadowbrook Falls HOA,*CER,Create/update certificate - SHADFAL-01,HYCLE1,1/17/2022,Account - Shadowbrook Falls HOA,Overdue
SHADFAL-01,Shadowbrook Falls HOA,RNWL,Renewal of  effective,HYCLE1,12/1/2021,Account - Shadowbrook Falls HOA,Overdue
SHADGLE-07,Shady Glen HOA,REQF,Request for Financials - Shady Glen HOA,GIALE1,1/18/2022,Account - Shady Glen HOA,Overdue
SHADOAK-06,Shadow Oak Villas HOA,RPOL,Pkg/CR/WC policies here?,ARRCA1,1/15/2022,Account - Shadow Oak Villas HOA,Overdue
SHADOFM-01,Shadowbrook Homes Association Of Martinez,REVI,Review coverage limits for REN,CADJE1,6/21/2021,Policy - CPKG - CAU501148-4,Overdue
SHADRUN-01,Shadow Run HOA,CLRC,Close/Reopen Claim,FISTI1,1/12/2022,Claim - Oct 27 2021 12:00AM - 10075,Overdue
SHAMGLE-01,Shamrock Glen Owners Assoc,REVI,Review coverage limits for REN,SMIJO1,7/1/2021,LOB - DOLI - PCAP014627-0318,Overdue
SHANVIL-02,Shanti Villas Inc.,CS24,CSR24 Agency Cert: Board of Directors,CADJE1,7/25/2021,Account - Shanti Villas Inc.,Overdue
SHANVIL-02,Shanti Villas Inc.,REVI,Review coverage limits for REN,CADJE1,6/1/2021,LOB - BOP  - 680-2G440670,Overdue
SHASHIL-01,Shasta Hills Estates HOA,RENR,Renewal of Worker's Compensation effective 1/20/2022,THIMA1,12/23/2021,Policy - WCOM - 2022010507962Y,Overdue
SHASHIL-01,Shasta Hills Estates HOA,REVI,Review coverage limits for REN,MAVMA1,11/20/2021,LOB - WCOM - 2020010507962Y,Overdue
SHAWLOP-01,Shaw Lopez Park HOA,REQF,Request for Financials - Shaw Lopez Park HOA,GIALE1,1/18/2022,Account - Shaw Lopez Park HOA,Overdue
SHEEFAR-03,Sheely Farms Parcel 10 HOA Inc,REQF,Request for Financials - Sheely Farms Parcel 10 HOA Inc,GIALE1,12/31/2021,Account - Sheely Farms Parcel 10 HOA Inc,Overdue
SHELOFF-01,Shelby Office Park Maint Corp,APOL,Added PROP policy effective 12/1/2021,NICTR1,12/5/2021,Policy - PROP - CF 1570883,Overdue
SHELPAR-03,*Sheldon Park Condo OA,ADOP,Add Opportunity,MILZA1,7/26/2021,Opportunities,Overdue
SHELPAR-03,*Sheldon Park Condo OA,APOL,Added CPKG policy effective 9/4/2021,MILZA1,7/26/2021,Policy - CPKG - ,Overdue
SHELPOI-01,Shell Pointe At Cobblestone Village,ADOP,Add Opportunity,TAHNI1,6/12/2021,Opportunities,Overdue
SHELREA-01,Shelton-Cook Real Estate,REVI,Rhonda's notary bond,SMIJO1,4/1/2020,LOB - BOND - 62863413N,Overdue
SHERPAR-01,Sherwood Park HOA,REVI,Review coverage limits for REN,FITME1,1/15/2022,Policy - CPKG - PHPK2086920,Overdue
SIENATM-01,Siena At Montecito Vista,REVI,Review coverage limits for REN,CADJE1,9/11/2021,LOB - BOP  - 680-3L591101,Overdue
SIENATM-02,Siena at Mission Santa Fe HOA,REQF,Request for Financials - Siena at Mission Santa Fe HOA,GIALE1,12/14/2021,Account - Siena at Mission Santa Fe HOA,Overdue
SIENCOM-01,Siena Community Association,APOL,Added CPKG policy effective 2/19/2021,TAHNI1,2/22/2021,Policy - CPKG - SNI0005199-00,Overdue
SIENCOM-01,Siena Community Association,APOL,Added DOLI policy effective 2/19/2021,TAHNI1,2/22/2021,Policy - DOLI - PCAP027826-0121,Overdue
SIENCOM-01,Siena Community Association,APOL,Added CUMB policy effective 2/19/2021,TAHNI1,2/22/2021,Policy - CUMB - USL01482121U-62250-2,Overdue
SIENCOM-01,Siena Community Association,APOL,Added CRIM policy effective 2/19/2021,TAHNI1,2/22/2021,Policy - CRIM - WIB-CI-10003110-00,Overdue
SIENCOM-01,Siena Community Association,APOL,Added WCOM policy effective 2/19/2021,TAHNI1,2/22/2021,Policy - WCOM - 2021011308907Y,Overdue
SIERBON-03,Sierra Bonita Community Association,SBAP,Pkg  Umb pol here?,MAVMA1,12/9/2020,Account - Sierra Bonita Community Association,Overdue
SIERBOU-01,Sierra Boulders HOA,CNPR,DIS Pkg NOC eff 1/18,DARJU1,1/5/2022,Policy - CPKG - PAC3136709-02,Overdue
SIERGAR-02,Sierra Gardens HOA,RNWL,REVI - w/c,ARRCA1,1/1/2022,Account - Sierra Gardens HOA,Overdue
SIERGAR-02,Sierra Gardens HOA,RPOL,Pkg/CR policy here?,ARRCA1,5/16/2021,Account - Sierra Gardens HOA,Overdue
SIERMAD-11,Sierra Madre Condo Assn.,REVI,Review coverage limits for REN,CADJE1,8/11/2021,Policy - CPKG - IHG1001020-00,Overdue
SIERMOU-01,Sierra Mountain Ranch POA,CLRC,Close/Reopen Claim,FISTI1,10/19/2021,Claim - Jul  7 2021 12:00AM - 9205,Overdue
SIERPAR-03,Sierra Park Owners' Association,@ADC,Address Applied to Other Items,NICTR1,10/14/2021,Account - Sierra Park Owners' Association,Overdue
SIERPAR-03,Sierra Park Owners' Association,REVI,Review coverage limits for REN,CABAL1,9/20/2021,Policy - CPKG - 77A1007721-03,Overdue
SIERPEA-01,Sierra Peak HOA,RPOL,Pkg/D&O/CR policies here?,ARRCA1,9/11/2021,Account - Sierra Peak HOA,Overdue
SIERPRI-01,Sierra Prieta HOA Inc.,RENR,Renewal of Property effective 3/7/2022,GAMAU1,12/16/2021,Policy - CPKG - PAC2547871-02,Overdue
SIERRAN-01,Sierra Ranch III Homeowners Association,*QTE,PMA Crime Quote $75 000,BRULE1,1/2/2022,Account - Sierra Ranch III Homeowners Association,Overdue
SIERRAN-01,Sierra Ranch III Homeowners Association,*QTE,Philly D&O quote,BRULE1,1/2/2022,Account - Sierra Ranch III Homeowners Association,Overdue
SIERRAN-01,Sierra Ranch III Homeowners Association,ADOP,Add Opportunity,BRULE1,1/5/2022,Opportunities,Overdue
SIERRAN-01,Sierra Ranch III Homeowners Association,AMMK,Added master marketing submission for Sierra Ranch III Homeowners Association,BRULE1,1/5/2022,Master Marketing Submission,Overdue
SIERRAN-02,Sierra Ranch Homeowners Association,*QTE,PMA D&O $175 000,BRULE1,1/2/2022,Account - Sierra Ranch Homeowners Association,Overdue
SIERRAN-02,Sierra Ranch Homeowners Association,*QTE,Philly D&O Qute,BRULE1,1/2/2022,Account - Sierra Ranch Homeowners Association,Overdue
SIERRID-02,Sierra Ridge,REVI,Review coverage limits for REN,CADJE1,8/1/2021,Policy - CPKG - 2819704,Overdue
SIERTEM-01,Sierra Tempe Unit 4 HOA,*QTE,GIG/Philadlephia D&O: $1 000 000 with $1 000 Ded,GAMAU1,1/12/2022,Account - Sierra Tempe Unit 4 HOA,Overdue
SIERTEM-01,Sierra Tempe Unit 4 HOA,REQF,Request for Financials - Sierra Tempe Unit 4 HOA,GIALE1,1/18/2022,Account - Sierra Tempe Unit 4 HOA,Overdue
SIERTEM-01,Sierra Tempe Unit 4 HOA,REVI,Review coverage limits for REN,ARRCA1,1/1/2022,Policy - CPKG - CAU507488,Overdue
SIERTEM-02,Sierra Tempe HOA,RENR,Renewal of Worker's Compensation effective 2/22/2022,GAMAU1,1/17/2022,Policy - WCOM - 2022010530543Y,Overdue
SIERTEM-02,Sierra Tempe HOA,RENR,Renewal of Directors & Officers Liability effective 2/1/2022,GAMAU1,1/17/2022,Policy - DOLI - ADOAZF138808272-005,Overdue
SIERTEM-02,Sierra Tempe HOA,RENR,Renewal of Crime/Fidelity Bond effective 2/1/2022,GAMAU1,1/17/2022,Policy - CRIM - 4122010530543Y,Overdue
SIERTEM-02,Sierra Tempe HOA,RENR,Renewal of Property effective 2/1/2022,GAMAU1,1/17/2022,Policy - CPKG - 2888277,Overdue
SIERTEX-02,Sierra Texas HOA,RNWL,Renewal of all  effective 3/15,HYCLE1,1/1/2022,Account - Sierra Texas HOA,Overdue
SIERVER-04,Sierra Verde HOA,CPOL,Cancel PHI to move to LIO,GAMAU1,11/2/2021,Policy - CPKG - PHPK2306187,Overdue
SIERVIL-01,Sierra Villas North Owners' Association,REQF,Request for Financials - Sierra Villas North Owners' Association,GIALE1,1/11/2022,Account - Sierra Villas North Owners' Association,Overdue
SIERVIS-05,Sierra Vista Court Townhomes Association,APOL,Added DOLI policy effective 4/10/2021,TAHNI1,3/8/2021,Policy - DOLI - PCAP028003-0121,Overdue
SIERVIS-05,Sierra Vista Court Townhomes Association,APOL,Added CRIM policy effective 4/10/2021,TAHNI1,3/8/2021,Policy - CRIM - 4121010624643Y,Overdue
SIERVIS-05,Sierra Vista Court Townhomes Association,APOL,Added WCOM policy effective 4/10/2021,TAHNI1,3/8/2021,Policy - WCOM - 2020010624643Y,Overdue
SIERVIS-05,Sierra Vista Court Townhomes Association,APOL,Added CPKG policy effective 4/10/2021,TAHNI1,3/8/2021,Policy - CPKG - CBP2120055-00,Overdue
SIERVIS-10,Sierra Vista at South Mtn. HOA,POLP,Send PM pkg/d&o policies when they come in,ASACR1,4/23/2021,Account - Sierra Vista at South Mtn. HOA,Overdue
SILVCRE-04,Silver Crest Homeowners Association,RNWL,Renewal of  effective,HYCLE1,11/30/2021,Account - Silver Crest Homeowners Association,Overdue
SILVEST-02,Silverhawk Estates HOA,RENR,Renewal of Worker's Compensation effective 1/13/2022,THIMA1,12/10/2021,Policy - WCOM - 2022010506873Y,Overdue
SILVEST-02,Silverhawk Estates HOA,REVI,Review coverage limits for REN,THIMA1,11/13/2021,LOB - WCOM - 2020010506873Y,Overdue
SILVHAW-01,Silver Hawk HOA,CS24,CSR24 Agency Cert: Alpha Plus Community Mgmt,CADJE1,7/26/2021,Account - Silver Hawk HOA,Overdue
SILVHAW-01,Silver Hawk HOA,CS24,CSR24 Agency Cert: Alpha Plus Community Mgmt,CADJE1,7/26/2021,Account - Silver Hawk HOA,Overdue
SILVHIL-03,Silverado Hills Master Assn.,REVI,Review coverage limits for REN,DESKA1,12/26/2021,LOB - CUMB - PHUB711526,Overdue
SILVNEI-02,Silverleaf Neighborhood Association,*DIS,Create Disclosure Statement - Silverleaf Neighborhood Association,MAVMA1,10/26/2021,Account - Silverleaf Neighborhood Association,Overdue
SILVOAK-03,Silverado Oaks Comm Assn,REVI,Review coverage limits for REN,CADJE1,8/13/2021,Policy - CPKG - CBP 1620790 04,Overdue
SILVRAN-03,Silverton Ranch HOA,RENR,Renewal of Worker's Compensation effective 2/1/2022,GAMAU1,12/28/2021,Policy - WCOM - 2022010531129Y,Overdue
SILVRAN-03,Silverton Ranch HOA,RENR,Renewal of Directors & Officers Liability effective 2/1/2022,GAMAU1,12/28/2021,Policy - DOLI - 618778738,Overdue
SILVRAN-03,Silverton Ranch HOA,RENR,Renewal of Property effective 2/1/2022,GAMAU1,1/1/2022,Policy - CPKG - PHPK2363497,Overdue
SILVRAN-06,Silverado Ranch LMC,APOL,Added CPKG policy effective 8/1/2020,CANCR1,4/17/2021,Policy - CPKG - PHPK2019789,Overdue
SILVRAN-06,Silverado Ranch LMC,REVI,Review coverage limits for REN,CABAL1,6/1/2021,Policy - CPKG - PHPK2019789,Overdue
SILVRAN-06,Silverado Ranch LMC,REVI,Review coverage limits for REN,CABAL1,4/16/2021,LOB - DOLI - EPPE191209,Overdue
SILVRID-01,Silver Ridge Condominium Association,APOL,Added MOTE policy effective 11/23/2021,AVEMI1,11/25/2021,Policy - MOTE - TBA,Overdue
SINCSPR-01,Sinclair Springs Townhomes,APOL,Added WCOM policy effective 12/27/2021,GAMAU1,12/30/2021,Policy - WCOM - W2YH877187,Overdue
SINCSPR-01,Sinclair Springs Townhomes,RENR,Renewal of Property effective 12/27/2020,SMIJO1,3/13/2021,Policy - BOP  - 680-9D022076,Overdue
SINCSPR-01,Sinclair Springs Townhomes,RNWL,Umbrella effective 12/27/2022,SMIJO1,9/1/2021,Policy - CUMB - USL00656920U-61459-1,Overdue
SINCSPR-01,Sinclair Springs Townhomes,RNWL,Crime effective 12/27/2021,SMIJO1,9/1/2021,Policy - CRIM - 412001-11-33-04-0Y,Overdue
SINCSPR-01,Sinclair Springs Townhomes,RNWL,D&O  effective 12/27/2021,SMIJO1,9/1/2021,Policy - DOLI - PCAP017285-0318,Overdue
SINCSPR-01,Sinclair Springs Townhomes,RNWL,Package effective 12/27/2021,SMIJO1,9/1/2021,Policy - CPKG - SNI0005026-00,Overdue
SINGHIL-01,Singing Hills View Estates HOA,REQF,Request for Financials - Singing Hills View Estates HOA,GIALE1,12/20/2021,Account - Singing Hills View Estates HOA,Overdue
SINGHIL-01,Singing Hills View Estates HOA,REVI,Review coverage limits for REN,FITME1,12/1/2021,Policy - CPKG - 2838303,Overdue
SIXELEV-01,Six Eleven Seventeen Inc,CS24,CSR24 Agency Cert: Mink Condo Management & Consultants,CADJE1,6/25/2021,Account - Six Eleven Seventeen Inc,Overdue
SIXELEV-01,Six Eleven Seventeen Inc,CS24,CSR24 Agency Cert: Mink Condo Management & Consultants,CADJE1,6/25/2021,Account - Six Eleven Seventeen Inc,Overdue
SIXELEV-01,Six Eleven Seventeen Inc,REVI,Review coverage limits for REN,CADJE1,5/7/2021,LOB - BOP  - 6801A96118A1942,Overdue
SIXPARC-01,Six Parcels Association,RPOL,Package Policy Here?,ARRCA1,8/27/2021,Account - Six Parcels Association,Overdue
SIXTGRE-01,Sixth Green HOA,RNWL,Renewal of  effective,ROBJO1,1/1/2022,Account - Sixth Green HOA,Overdue
SKIINVE-01,Ski Investment Limited HOA,APOL,Added CPKG policy effective 1/31/2021,MILZA1,1/28/2021,Policy - CPKG - ,Overdue
SKRANCH-01,SK Ranch HOA,CHGL,add lines midterm,GRAGE1,1/9/2021,Policy - CPKG - 2808264,Overdue
SKRANCH-01,SK Ranch HOA,RENR,Renewal of Directors & Officers Liability effective 12/22/2020,GRAGE1,12/11/2020,Policy - DOLI - PCAP018488-0318,Overdue
